property_set_name,applicable_entities,applicable_type_value,property_definitions
Pset_BinaryInput,['IfcDistributionControlElement'],,"[{'property_name': 'Polarity', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_PolarityEnum', 'values': ['Normal', 'Reverse', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'InactiveText', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'ActiveText', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'MinimumOffTime', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcLocalTime'}}, {'property_name': 'MinimumOnTime', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcLocalTime'}}, {'property_name': 'FeedbackValue', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_BACnetFeedbackValueType', 'values': ['Active', 'Inactive', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'EventEnable', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_BACnetEventEnableType', 'values': ['To-OffNormal', 'To-Fault', 'To-Normal', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'AckedTransitions', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_BACnetAckedTransitionsType', 'values': ['To-OffNormal', 'To-Fault', 'To-Normal', 'Other', 'NotKnown', 'Unset']}}]"
Pset_BinaryOutput,['IfcDistributionControlElement'],,"[{'property_name': 'Polarity', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_PolarityEnum', 'values': ['Normal', 'Reverse', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'InactiveText', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'ActiveText', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'AlarmValue', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_BACnetAlarmValueType', 'values': ['Active', 'Inactive', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'EventEnable', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_BACnetEventEnableType', 'values': ['To-OffNormal', 'To-Fault', 'To-Normal', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'AckedTransitions', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_BACnetAckedTransitionsType', 'values': ['To-OffNormal', 'To-Fault', 'To-Normal', 'Other', 'NotKnown', 'Unset']}}]"
Pset_BoilerPHistory,['IfcPerformanceHistory'],,"[{'property_name': 'EnergySourceConsumption', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'OperationalEfficiency', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCREAL']}}, {'property_name': 'CombustionEfficiency', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCREAL']}}, {'property_name': 'WorkingPressure', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCPRESSUREMEASURE']}}, {'property_name': 'CombustionTemperature', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCTHERMODYNAMICTEMPERATUREMEASURE']}}, {'property_name': 'PartLoadRatio', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCREAL']}}, {'property_name': 'Load', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCPOWERMEASURE']}}, {'property_name': 'PrimaryEnergyConsumption', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCPOWERMEASURE']}}, {'property_name': 'AuxiliaryEnergyConsumption', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCPOWERMEASURE']}}]"
Pset_BoilerTypeCommon,['IfcBoilerType'],,"[{'property_name': 'PressureRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'OperatingMode', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_BoilerOperatingMode', 'values': ['FIXED', 'TWOSTEP', 'MODULATING', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'Material', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcMaterial'}}, {'property_name': 'HeatTransferSurfaceArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}, {'property_name': 'NominalPartLoadRatio', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcReal', 'values': ['0', '?'], 'unit_type': ['USERDEFINED']}}, {'property_name': 'WaterInletTemperatureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'values': ['0', '?'], 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'WaterStorageCapacity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumeMeasure', 'unit_type': ['VOLUMEUNIT']}}, {'property_name': 'IsWaterStorageHeater', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'Weight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMassMeasure', 'unit_type': ['MASSUNIT']}}, {'property_name': 'PartialLoadEfficiencyCurves', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcReal', 'values': ['0', '1', '2'], 'unit_type': ['USERDEFINED']}}, {'property_name': 'NominalEfficiency', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcReal', 'values': ['0', '1', '2'], 'unit_type': ['USERDEFINED']}}, {'property_name': 'HeatOutput', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcReal', 'values': ['0', '1', '2'], 'unit_type': ['USERDEFINED']}}, {'property_name': 'OutletTemperatureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'values': ['0', '?'], 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'NominalEnergyConsumption', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': ['POWERUNIT']}}]"
Pset_BoilerTypeSteam,['IfcBoilerType'],IfcBoilerType.PredefinedType=STEAM,"[{'property_name': 'MaximumOutletPressure', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': ['PRESSUREUNIT']}}]"
Pset_BuildingCommon,['IfcBuilding'],,"[{'property_name': 'BuildingID', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'IsPermanentID', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'MainFireUse', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'AncillaryFireUse', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'SprinklerProtection', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'SprinklerProtectionAutomatic', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'OccupancyType', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'GrossPlannedArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}, {'property_name': 'NumberOfStoreys', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'YearOfConstruction', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'IsLandmarked', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLogical', 'unit_type': 'None'}}]"
Pset_BuildingElementProxyCommon,['IfcBuildingElementProxy'],,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}]"
Pset_BuildingStoreyCommon,['IfcBuildingStorey'],,"[{'property_name': 'EntranceLevel', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'AboveGround', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLogical', 'unit_type': 'None'}}, {'property_name': 'SprinklerProtection', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'SprinklerProtectionAutomatic', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'GrossAreaPlanned', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}, {'property_name': 'NetAreaPlanned', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}]"
Pset_BuildingUse,['IfcBuilding'],,"[{'property_name': 'MarketCategory', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'MarketSubCategory', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'PlanningControlStatus', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'NarrativeText', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'VacancyRateInCategoryNow', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'TenureModesAvailableNow', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcLabel', 'values': [], 'unit_type': ['']}}, {'property_name': 'MarketSubCategoriesAvailableNow', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcLabel', 'values': [], 'unit_type': ['']}}, {'property_name': 'RentalRatesInCategoryNow', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcMonetaryMeasure', 'values': ['?', '?'], 'unit_type': ['IFCMONETARYUNIT']}}, {'property_name': 'VacancyRateInCategoryFuture', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'TenureModesAvailableFuture', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcLabel', 'values': [], 'unit_type': ['']}}, {'property_name': 'MarketSubCategoriesAvailableFuture', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcLabel', 'values': [], 'unit_type': ['']}}, {'property_name': 'RentalRatesInCategoryFuture', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcMonetaryMeasure', 'values': ['?', '?'], 'unit_type': ['IFCMONETARYUNIT']}}]"
Pset_BuildingUseAdjacent,['IfcBuilding'],,"[{'property_name': 'MarketCategory', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'MarketSubCategory', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'PlanningControlStatus', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'NarrativeText', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}]"
Pset_BuildingWaterStorage,['IfcBuilding'],,"[{'property_name': 'WaterStorageRatePerPerson', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumeMeasure', 'unit_type': ['VOLUMEUNIT']}}, {'property_name': 'OneDayPotableWater', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumeMeasure', 'unit_type': ['VOLUMEUNIT']}}, {'property_name': 'OneDayEssentialWater', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumeMeasure', 'unit_type': ['VOLUMEUNIT']}}, {'property_name': 'OneDayCoolingTowerMakeupWater', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumeMeasure', 'unit_type': ['VOLUMEUNIT']}}, {'property_name': 'OneDayProcessOrProductionWater', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumeMeasure', 'unit_type': ['VOLUMEUNIT']}}]"
Pset_CableCarrierSegmentTypeCableLadderSegment,['IfcCableCarrierSegmentType'],IfcCableCarrierSegmentType.PredefinedType=CABLELADDERSEGMENT,"[{'property_name': 'NominalLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'NominalWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'NominalHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'LadderConfiguration', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}]"
Pset_CableCarrierSegmentTypeCableTraySegment,['IfcCableCarrierSegmentType'],IfcCableCarrierSegmentType.PredefinedType=CABLETRAYSEGMENT,"[{'property_name': 'NominalLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'NominalWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'NominalHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'HasCover', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_CableCarrierSegmentTypeCableTrunkingSegment,['IfcCableCarrierSegmentType'],IfcCableCarrierSegmentType.PredefinedType=CABLETRUNKINGSEGMENT,"[{'property_name': 'NominalLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'NominalWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'NominalHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'NumberOfCompartments', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}]"
Pset_CableCarrierSegmentTypeConduitSegment,['IfcCableCarrierSegmentType'],IfcCableCarrierSegmentType.PredefinedType=CONDUITSEGMENT,"[{'property_name': 'NominalLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'NominalWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'NominalHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'ConduitShapeType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ConduitShapeType', 'values': ['Circular', 'Oval', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'IsRigid', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_CableSegmentTypeCableSegment,['IfcCableSegmentType'],IfcCableSegmentType.PredefinedType=CABLESEGMENT,"[{'property_name': 'CrossSectionalArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}, {'property_name': 'NominalLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'NominalWidthOrDiameter', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'NominalHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'NormalOperatingTemperature', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'MaxOperatingTemperature', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'CableInsulationMaterial', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcMaterial'}}, {'property_name': 'SheathColor', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}]"
Pset_CableSegmentTypeConductorSegment,['IfcCableSegmentType'],IfcCableSegmentType.PredefinedType=CONDUCTORSEGMENT,"[{'property_name': 'CrossSectionalArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}, {'property_name': 'NominalLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'ElectricalConductorFunction', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ConductorFunction', 'values': ['Phase', 'Neutral', 'ProtectiveGround', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'PhaseReference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'ConductorMaterial', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcMaterial'}}, {'property_name': 'ConductorSheathMaterial', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcMaterial'}}, {'property_name': 'MaximumOperatingTemperature', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'IsFireResistant', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'SheathColor', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}]"
Pset_ChillerPHistory,['IfcPerformanceHistory'],,"[{'property_name': 'Capacity', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'EnergyEfficiencyRatio', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'CoefficientOfPerformance', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'CapacityCurve', 'property_type': None, 'data_type': {'instance': 'IfcReal', 'unit_type': ['USERDEFINED']}}, {'property_name': 'CoefficientOfPerformanceCurve', 'property_type': None, 'data_type': {'instance': 'IfcReal', 'unit_type': ['USERDEFINED']}}, {'property_name': 'FullLoadRatioCurve', 'property_type': None, 'data_type': {'instance': 'IfcReal', 'unit_type': ['USERDEFINED']}}]"
Pset_ChillerTypeCommon,['IfcChillerType'],,"[{'property_name': 'NominalCapacity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': ['POWERUNIT']}}, {'property_name': 'NominalEfficiency', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcReal', 'unit_type': ['USERDEFINED']}}, {'property_name': 'NominalCondensingTemperature', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'NominalEvaporatingTemperature', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'NominalHeatRejectionRate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': ['POWERUNIT']}}, {'property_name': 'NominalPowerConsumption', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': ['POWERUNIT']}}]"
