property_set_name,template_type,applicable_entities,applicable_type_value,property_definitions
Pset_AudioVisualApplianceTypeAmplifier,PSET_TYPEDRIVENOVERRIDE,['IfcAudioVisualAppliance/AMPLIFIER'],IfcAudioVisualAppliance/AMPLIFIER,"[{'property_name': 'AmplifierType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_AudioVisualAmplifierType', 'enums': ['FIXED', 'VARIABLE', 'OTHER', 'NOTKNOWN', 'UNSET.']}}, {'property_name': 'AudioAmplification', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcFrequencyMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcSoundPowerMeasure', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'AudioMode', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcLabel', 'values': [], 'unit_type': 'None'}]}]"
Pset_AudioVisualApplianceTypeCamera,PSET_TYPEDRIVENOVERRIDE,['IfcAudioVisualAppliance/CAMERA'],IfcAudioVisualAppliance/CAMERA,"[{'property_name': 'CameraType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_AudioVisualCameraType', 'enums': ['PHOTO', 'VIDEO', 'AUDIOVIDEO', 'OTHER', 'NOTKNOWN', 'UNSET.']}}, {'property_name': 'IsOutdoors', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'VideoResolutionWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'VideoResolutionHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'VideoResolutionMode', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcLabel', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'VideoCaptureInterval', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcTimeMeasure', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'PanTiltZoomPreset', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcLabel', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'PanHorizontal', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcLengthMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'PanVertical', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcLengthMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'TiltHorizontal', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'TiltVertical', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'Zoom', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_AudioVisualApplianceTypeCommon,PSET_TYPEDRIVENOVERRIDE,['IfcAudioVisualAppliance'],IfcAudioVisualAppliance,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ElementStatus', 'enums': ['NEW', 'EXISTING', 'DEMOLISH', 'TEMPORARY', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'MediaSource', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcLabel', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'AudioVolume', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcInteger', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcSoundPowerMeasure', 'values': [], 'unit_type': 'None'}]}]"
Pset_AudioVisualApplianceTypeDisplay,PSET_TYPEDRIVENOVERRIDE,['IfcAudioVisualAppliance/DISPLAY'],IfcAudioVisualAppliance/DISPLAY,"[{'property_name': 'DisplayType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_AudioVisualDisplayType', 'enums': ['CRT', 'DLP', 'LCD', 'LED', 'PLASMA', 'OTHER', 'NOTKNOWN', 'UNSET.']}}, {'property_name': 'NominalSize', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'DisplayWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'DisplayHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'Brightness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIlluminanceMeasure', 'unit_type': 'None'}}, {'property_name': 'ContrastRatio', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'RefreshRate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcFrequencyMeasure', 'unit_type': 'None'}}, {'property_name': 'TouchScreen', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_AudioVisualDisplayTouchScreen', 'enums': ['SINGLETOUCH', 'MULTITOUCH', 'NONE', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'VideoResolutionWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'VideoResolutionHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'VideoResolutionMode', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcLabel', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'VideoScaleMode', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcLabel', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'VideoCaptionMode', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcLabel', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'AudioMode', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcLabel', 'values': [], 'unit_type': 'None'}]}]"
Pset_AudioVisualApplianceTypePlayer,PSET_TYPEDRIVENOVERRIDE,['IfcAudioVisualAppliance/PLAYER'],IfcAudioVisualAppliance/PLAYER,"[{'property_name': 'PlayerType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_AudioVisualPlayerType', 'enums': ['AUDIO', 'VIDEO', 'OTHER', 'NOTKNOWN', 'UNSET.']}}, {'property_name': 'PlayerMediaEject', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'PlayerMediaFormat', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcLabel', 'values': [], 'unit_type': 'None'}]}]"
Pset_AudioVisualApplianceTypeProjector,PSET_TYPEDRIVENOVERRIDE,['IfcAudioVisualAppliance/PROJECTOR'],IfcAudioVisualAppliance/PROJECTOR,"[{'property_name': 'ProjectorType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_AudioVisualProjectorType', 'enums': ['OTHER', 'NOTKNOWN', 'UNSET.']}}, {'property_name': 'VideoResolutionWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'VideoResolutionHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'VideoResolutionMode', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcLabel', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'VideoScaleMode', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcLabel', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'VideoCaptionMode', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcLabel', 'values': [], 'unit_type': 'None'}]}]"
Pset_AudioVisualApplianceTypeReceiver,PSET_TYPEDRIVENOVERRIDE,['IfcAudioVisualAppliance/RECEIVER'],IfcAudioVisualAppliance/RECEIVER,"[{'property_name': 'ReceiverType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_AudioVisualReceiverType', 'enums': ['AUDIO', 'AUDIOVIDEO', 'OTHER', 'NOTKNOWN', 'UNSET.']}}, {'property_name': 'AudioAmplification', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcFrequencyMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcRatioMeasure', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'AudioMode', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcLabel', 'values': [], 'unit_type': 'None'}]}]"
Pset_AudioVisualApplianceTypeSpeaker,PSET_TYPEDRIVENOVERRIDE,['IfcAudioVisualAppliance/SPEAKER'],IfcAudioVisualAppliance/SPEAKER,"[{'property_name': 'SpeakerType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_AudioVisualSpeakerType', 'enums': ['FULLRANGE', 'MIDRANGE', 'WOOFER', 'TWEETER', 'COAXIAL', 'OTHER', 'NOTKNOWN', 'UNSET.']}}, {'property_name': 'SpeakerMounting', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_AudioVisualSpeakerMounting', 'enums': ['FREESTANDING', 'CEILING', 'WALL', 'OUTDOOR', 'OTHER', 'NOTKNOWN', 'UNSET.']}}, {'property_name': 'SpeakerDriverSize', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcPositiveLengthMeasure', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'FrequencyResponse', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcFrequencyMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcSoundPowerMeasure', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'Impedence', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcFrequencyMeasure', 'unit_type': 'None'}}]"
Pset_AudioVisualApplianceTypeTuner,PSET_TYPEDRIVENOVERRIDE,['IfcAudioVisualAppliance/TUNER'],IfcAudioVisualAppliance/TUNER,"[{'property_name': 'TunerType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_AudioVisualTunerType', 'enums': ['AUDIO', 'VIDEO', 'OTHER', 'NOTKNOWN', 'UNSET.']}}, {'property_name': 'TunerMode', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcLabel', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'TunerChannel', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcIdentifier', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcLabel', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'TunerFrequency', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcFrequencyMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_BeamCommon,PSET_TYPEDRIVENOVERRIDE,['IfcBeam'],IfcBeam,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': None, 'enums': []}}, {'property_name': 'Span', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'Slope', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': 'None'}}, {'property_name': 'Roll', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': 'None'}}, {'property_name': 'IsExternal', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ThermalTransmittance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermalTransmittanceMeasure', 'unit_type': 'None'}}, {'property_name': 'LoadBearing', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'FireRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}]"
Pset_BoilerPHistory,PSET_PERFORMANCEDRIVEN,['IfcBoiler'],IfcBoiler,"[{'property_name': 'EnergySourceConsumption', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'OperationalEfficiency', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'CombustionEfficiency', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'WorkingPressure', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'CombustionTemperature', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'PartLoadRatio', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'Load', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'PrimaryEnergyConsumption', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'AuxiliaryEnergyConsumption', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}]"
Pset_BoilerTypeCommon,PSET_TYPEDRIVENOVERRIDE,['IfcBoiler'],IfcBoiler,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ElementStatus', 'enums': ['NEW', 'EXISTING', 'DEMOLISH', 'TEMPORARY', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'PressureRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': 'None'}}, {'property_name': 'OperatingMode', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_BoilerOperatingMode', 'enums': ['FIXED', 'TWOSTEP', 'MODULATING', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'HeatTransferSurfaceArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}, {'property_name': 'NominalPartLoadRatio', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcReal', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'WaterInletTemperatureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'WaterStorageCapacity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumeMeasure', 'unit_type': 'None'}}, {'property_name': 'IsWaterStorageHeater', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'PartialLoadEfficiencyCurves', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcPositiveRatioMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcNormalisedRatioMeasure', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'OutletTemperatureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'NominalEnergyConsumption', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': 'None'}}, {'property_name': 'EnergySource', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_EnergySource', 'enums': ['COAL', 'COAL_PULVERIZED', 'ELECTRICITY', 'GAS', 'OIL', 'PROPANE', 'WOOD', 'WOOD_CHIP', 'WOOD_PELLET', 'WOOD_PULVERIZED', 'OTHER', 'NOTKNOWN', 'UNSET']}}]"
Pset_BoilerTypeSteam,PSET_TYPEDRIVENOVERRIDE,['IfcBoiler/STEAM'],IfcBoiler/STEAM,"[{'property_name': 'MaximumOutletPressure', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'NominalEfficiency', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcThermodynamicTemperatureMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcNormalisedRatioMeasure', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'HeatOutput', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcThermodynamicTemperatureMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcEnergyMeasure', 'values': [], 'unit_type': 'None'}]}]"
Pset_BoilerTypeWater,PSET_TYPEDRIVENOVERRIDE,['IfcBoiler/WATER'],IfcBoiler/WATER,"[{'property_name': 'NominalEfficiency', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcThermodynamicTemperatureMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcNormalisedRatioMeasure', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'HeatOutput', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcThermodynamicTemperatureMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcEnergyMeasure', 'values': [], 'unit_type': 'None'}]}]"
Pset_BuildingCommon,PSET_TYPEDRIVENOVERRIDE,['IfcBuilding'],IfcBuilding,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'BuildingID', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'IsPermanentID', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ConstructionMethod', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FireProtectionClass', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'SprinklerProtection', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'SprinklerProtectionAutomatic', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'OccupancyType', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'GrossPlannedArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}, {'property_name': 'NetPlannedArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}, {'property_name': 'NumberOfStoreys', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'YearOfConstruction', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'YearOfLastRefurbishment', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'IsLandmarked', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLogical', 'unit_type': 'None'}}]"
